run,seed,gen,evals,best_train,best_size,mean_size,median_size,nodes
8,4008,56,11288,0.050409,100,91.8,97,741383
8,4008,58,11684,0.05035,99,89.575,97,776994
8,4008,60,12080,0.0503244,102,92.535,100,813626
8,4008,62,12476,0.050267,100,95.96,101,851364
8,4008,64,12872,0.0502405,101,95.265,101,889255
8,4008,66,13268,0.0502263,104,95.595,101,927162
8,4008,68,13664,0.0502248,103,100.845,103,965627
8,4008,70,14060,0.0502229,107,97.44,103,1004050
8,4008,72,14456,0.0501697,142,97.71,104,1042662
8,4008,74,14852,0.0501668,141,107.655,107,1084798
8,4008,76,15248,0.050164,148,125.2,139,1132871
8,4008,78,15644,0.0499214,140,131.045,142,1184102
8,4008,80,16040,0.0498325,142,135.91,142,1238464
8,4008,82,16436,0.0498098,146,133.08,141,1290756
8,4008,84,16832,0.049598,138,130.715,140,1343285
8,4008,86,17228,0.049596,136,133.03,139,1395597
8,4008,88,17624,0.0495561,138,128.795,138,1446725
8,4008,90,18020,0.0495561,138,129.92,138,1498049
8,4008,92,18416,0.0495561,138,128.945,138,1549199
8,4008,94,18812,0.0495513,141,130.31,138,1601533
8,4008,96,19208,0.0495513,141,130.87,138,1652916
8,4008,98,19604,0.0495276,142,129.565,140,1704253
8,4008,100,20000,0.0495276,142,131.45,141,1756222
9,4009,0,200,0.0566119,10,12.63,8,2526
9,4009,2,596,0.0535286,13,7.91,6,6008
9,4009,4,992,0.0535286,16,9.51,7,9555
9,4009,6,1388,0.0527888,22,12.285,12,13921
9,4009,8,1784,0.0522324,20,20.915,18,21139
9,4009,10,2180,0.0520293,43,25.44,24,30711
9,4009,12,2576,0.0520293,43,29.365,29,41553
9,4009,14,2972,0.0520041,26,38.605,37,55774
9,4009,16,3368,0.0520041,26,39.785,39,71688
9,4009,18,3764,0.0519535,37,44.545,44,89672
9,4009,20,4160,0.0519535,37,38.925,37,105561
9,4009,22,4556,0.0519376,40,34.81,37,119587
9,4009,24,4952,0.0519376,40,33.865,37,132865
9,4009,26,5348,0.0519376,40,33.745,39,146124
9,4009,28,5744,0.0519376,38,33.635,40,159681
