run,seed,gen,evals,best_train,best_size,mean_size,median_size,nodes
6,4006,66,10219,0.0534458,7,5.02,4,53508
6,4006,68,10513,0.0534458,7,5.965,5,54849
6,4006,70,10802,0.0534458,7,5.685,5,56082
6,4006,72,11116,0.0534458,7,5.53,4,57376
6,4006,74,11425,0.0534458,7,4.795,3,58549
6,4006,76,11721,0.0534458,7,6.04,5,59807
6,4006,78,12005,0.0534458,15,7.035,7,61361
6,4006,80,12307,0.0534458,15,9.545,8,63550
6,4006,82,12606,0.0534458,15,11.155,9,65918
6,4006,84,12913,0.0534458,15,9.91,9,68336
6,4006,86,13218,0.0534332,9,9.53,9,70613
6,4006,88,13512,0.0534332,9,9.465,9,72992
6,4006,90,13810,0.0534332,9,8.555,8,75149
6,4006,92,14108,0.0534332,9,7.48,7,76962
6,4006,94,14409,0.0534332,9,7.09,6,78734
6,4006,96,14691,0.0534332,9,7.525,7,80319
6,4006,98,14982,0.0534332,9,6.11,5,81704
6,4006,100,15279,0.0534332,9,6.5,5,83026
6,4006,102,15575,0.0534332,9,7.48,5,84553
6,4006,104,15875,0.0534332,9,9.675,8,86828
6,4006,106,16176,0.0534332,9,10.23,9,89216
6,4006,108,16493,0.0534332,9,8.725,8,91672
6,4006,110,16774,0.0534332,9,9.32,8,93813
6,4006,112,17065,0.0534332,9,10.87,9,96229
6,4006,114,17379,0.0534332,9,10.05,9,98890
6,4006,116,17683,0.0534332,9,9.88,9,101426
6,4006,118,17987,0.0534332,9,9.995,9,104036
6,4006,120,18280,0.0534332,9,8.64,8,106186
6,4006,122,18574,0.0534332,9,7.685,7,108106
6,4006,124,18862,0.0534332,9,7.8,7,110015
6,4006,126,19156,0.0534332,9,8.235,7,112010
6,4006,128,19467,0.0534332,9,8.14,7,114200
6,4006,130,19750,0.0534332,9,7.915,7,116004
6,4006,132,20000,0.0534332,9,7.275,7,117485
7,4007,0,200,0.0589998,26,12.815,9,2563
7,4007,2,523,0.058959,25,9.355,7,4855
7,4007,4,862,0.0556026,29,10.23,6,7552
